fuel_type,body_type,km_driven,city,brand,transmission_type,no_of_owner,seats,manufacture_year,registration_year,model_year,price
Diesel,Sedan,108513,chennai,Honda,Manual,2,5,2013,2014,2013,380000.0
Diesel,Sedan,91000,chennai,Skoda,Automatic,1,5,2015,2015,2015,675000.0
Petrol,Sedan,37000,chennai,Lexus,Automatic,1,5,2018,2018,2018,5000000.0
Diesel,SUV,71721,chennai,Honda,Manual,1,5,2021,2021,2021,971000.0000000001
Petrol,Hatchback,39276,chennai,Renault,Manual,1,5,2019,2019,2019,352000.0
Diesel,Sedan,35000,chennai,Jaguar,Automatic,1,5,2014,2014,2014,2300000.0
Diesel,SUV,85616,chennai,Maruti,Automatic,1,5,2019,2019,2019,866000.0
Petrol,Sedan,56380,chennai,Toyota,Manual,1,5,2016,2016,2016,508000.0
Petrol,Hatchback,83000,chennai,Hyundai,Manual,3,5,2009,2009,2009,260000.0
Diesel,SUV,66211,chennai,Maruti,Manual,1,5,2016,2016,2016,796000.0
Petrol,Sedan,37000,chennai,Audi,Automatic,1,5,2019,2019,2019,2480000.0
Petrol,Hatchback,60662,chennai,Hyundai,Manual,1,5,2016,2016,2016,434000.0
Petrol,SUV,24140,chennai,Tata,Automatic,1,5,2021,2021,2021,782000.0
Petrol,Sedan,56000,chennai,Audi,Automatic,1,5,2015,2016,2015,2089999.9999999998
Petrol,SUV,47000,chennai,Audi,Automatic,1,5,2017,2018,2017,2480000.0
Diesel,SUV,54700,chennai,Audi,Automatic,1,5,2016,2017,2016,1989999.9999999998
Petrol,Hatchback,27000,chennai,Hyundai,Automatic,1,5,2021,2021,2021,1090000.0
Diesel,Hatchback,63000,chennai,Chevrolet,Manual,2,5,2013,2014,2013,350000.0
Diesel,SUV,65000,chennai,BMW,Automatic,1,5,2019,2020,2019,3375000.0
Diesel,Sedan,81000,chennai,Audi,Automatic,4,5,2013,2014,2013,994999.9999999999
Diesel,SUV,94000,chennai,Mercedes-Benz,Automatic,2,7,2014,2014,2014,2480000.0
Petrol,MUV,11000,chennai,Kia,Automatic,1,7,2022,2022,2022,1950000.0
Petrol,Sedan,12901,chennai,Volkswagen,Automatic,1,5,2022,2022,2022,1621000.0
Petrol,Hatchback,29708,chennai,Datsun,Automatic,1,5,2019,2020,2019,471000.0
Petrol,SUV,22186,chennai,MG,Automatic,1,5,2021,2021,2021,1689999.9999999998
Petrol,MUV,71413,chennai,Datsun,Manual,1,7,2019,2019,2019,396000.0
Petrol,Hatchback,50046,chennai,Hyundai,Manual,3,5,2011,2011,2011,301000.0
Petrol,SUV,57600,chennai,Kia,Automatic,1,5,2019,2019,2019,1490000.0
Petrol,Hatchback,46116,chennai,Datsun,Manual,2,5,2019,2019,2019,393000.0
Petrol,SUV,11700,chennai,Audi,Automatic,1,5,2020,2021,2020,2680000.0
Diesel,SUV,24602,chennai,Tata,Automatic,1,6,2021,2021,2021,1891000.0
Petrol,Hatchback,81454,chennai,Volkswagen,Manual,1,5,2018,2018,2018,555000.0
Petrol,Sedan,6000,chennai,BMW,Automatic,1,5,2022,2022,2022,6000000.0
Petrol,SUV,37655,chennai,Ford,Automatic,1,5,2019,2019,2019,990000.0
Diesel,Sedan,73000,chennai,Audi,Automatic,2,5,2013,2013,2013,1390000.0
Petrol,Sedan,15100,chennai,Volkswagen,Manual,1,5,2017,2018,2017,850000.0
Diesel,SUV,70000,chennai,Audi,Automatic,2,5,2016,2016,2016,2425000.0
Diesel,SUV,75000,chennai,Audi,Automatic,2,5,2016,2017,2016,2350000.0
Petrol,SUV,15000,chennai,Audi,Automatic,0,5,2022,2017,2022,4400000.0
Petrol,SUV,23700,chennai,Kia,Manual,1,5,2020,2020,2020,1050000.0
Petrol,SUV,7087,chennai,Renault,Manual,0,5,2022,2020,2022,972000.0000000001
Petrol,Hatchback,40000,chennai,Hyundai,Manual,1,5,2020,2020,2020,725000.0
Petrol,Hatchback,58155,chennai,Renault,Manual,2,5,2016,2016,2016,316000.0
Petrol,SUV,30015,chennai,Ford,Automatic,3,5,2020,2020,2020,860000.0
Petrol,Sedan,5239,chennai,Hyundai,Automatic,1,5,2022,2022,2022,890000.0
Petrol,Hatchback,62606,chennai,Hyundai,Manual,2,5,2011,2011,2011,250999.99999999997
Petrol,Hatchback,65287,chennai,Tata,Manual,1,5,2017,2017,2017,433000.0
Diesel,Sedan,12000,chennai,Audi,Automatic,2,5,2019,2019,2019,3200000.0
Diesel,Sedan,50267,chennai,Maruti,Automatic,1,5,2018,2018,2018,715000.0
Petrol,Hatchback,87277,chennai,Maruti,Automatic,1,5,2015,2015,2015,345000.0
Petrol,SUV,11323,chennai,Maruti,Manual,1,5,2021,2021,2021,855000.0000000001
Petrol,Hatchback,90487,chennai,Maruti,Automatic,1,5,2016,2016,2016,365000.0
Petrol,Hatchback,55405,chennai,Maruti,Manual,1,5,2010,2010,2010,220000.00000000003
Diesel,Sedan,15000,chennai,BMW,Automatic,1,5,2022,2022,2022,6075000.0
Diesel,SUV,31450,chennai,Mahindra,Manual,1,7,2017,2017,2017,890000.0
Diesel,SUV,90000,chennai,Audi,Automatic,1,5,2013,2013,2013,1350000.0
Petrol,Sedan,36000,chennai,Mercedes-Benz,Automatic,2,5,2012,2012,2012,1220000.0
Diesel,SUV,40000,chennai,Audi,Automatic,2,5,2017,2017,2017,2400000.0
Petrol,SUV,95000,chennai,Honda,Automatic,1,5,2017,2017,2017,1650000.0
Petrol,Hatchback,107280,chennai,Hyundai,Manual,2,5,2010,2010,2010,275000.0
Diesel,SUV,45700,chennai,Nissan,Manual,1,5,2019,2020,2019,1050000.0
Diesel,Hatchback,74686,chennai,Fiat,Manual,1,5,2013,2013,2013,295000.0
Petrol,Hatchback,119004,chennai,Maruti,Manual,1,5,2018,2018,2018,461000.00000000006
Diesel,SUV,117079,chennai,Hyundai,Manual,1,5,2019,2019,2019,719000.0
Petrol,Hatchback,35000,chennai,Honda,Manual,1,5,2017,2017,2017,550000.0
Petrol,Hatchback,76730,chennai,Hyundai,Manual,1,5,2012,2012,2012,287000.0
Petrol,SUV,21123,chennai,Hyundai,Manual,1,5,2022,2022,2022,1035000.0
Petrol,Sedan,98000,chennai,Toyota,Automatic,1,5,2014,2014,2014,875000.0
Petrol,Hatchback,69684,chennai,Tata,Manual,1,5,2018,2019,2018,445000.0
Petrol,SUV,16600,chennai,Renault,Automatic,1,5,2020,2021,2020,1190000.0
Petrol,Sedan,90403,chennai,Volkswagen,Manual,2,5,2016,2016,2016,540000.0
Diesel,Hatchback,81009,chennai,Volkswagen,Manual,3,5,2016,2016,2016,584000.0
Petrol,SUV,16500,chennai,Volkswagen,Manual,1,5,2021,2021,2021,1770000.0
Diesel,Hatchback,84741,chennai,Tata,Manual,2,5,2017,2017,2017,430000.0
Diesel,SUV,51122,chennai,Mahindra,Manual,1,9,2018,2018,2018,990000.0
Diesel,Sedan,60000,chennai,Mercedes-Benz,Automatic,2,5,2016,2017,2016,2650000.0
Diesel,Hatchback,96094,chennai,Ford,Manual,4,5,2010,2010,2010,120000.0
Petrol,Hatchback,42891,chennai,Maruti,Automatic,1,5,2018,2018,2018,620000.0
Diesel,SUV,59100,chennai,Renault,Manual,1,5,2018,2019,2018,890000.0
Petrol,SUV,55913,chennai,Tata,Automatic,1,5,2018,2018,2018,801000.0
Diesel,SUV,65000,chennai,Volkswagen,Automatic,1,5,2017,2017,2017,2050000.0
Diesel,Sedan,60000,chennai,BMW,Automatic,1,5,2019,2019,2019,3575000.0
Diesel,SUV,10000,delhi,Kia,Automatic,1,5,2022,2022,2022,1900000.0
Petrol,SUV,57437,delhi,Hyundai,Manual,2,5,2016,2016,2016,762000.0
Petrol,SUV,8000,delhi,Mercedes-Benz,Automatic,1,5,2020,2020,2020,5600000.0
Petrol,Hatchback,28151,delhi,Maruti,Manual,2,5,2018,2019,2018,523000.00000000006
Petrol,SUV,60000,delhi,Hyundai,Manual,1,5,2017,2017,2017,765000.0
Petrol,SUV,20000,delhi,Kia,Manual,1,5,2021,2021,2021,894999.9999999999
Cng,Sedan,42682,delhi,Hyundai,Manual,1,5,2021,2022,2021,708000.0
Petrol,Hatchback,44653,delhi,Volkswagen,Manual,1,5,2017,2017,2017,400000.0
Cng,Hatchback,7000,delhi,Hyundai,Manual,1,5,2022,2022,2022,725000.0
Petrol,Hatchback,67823,delhi,Maruti,Manual,1,5,2019,2019,2019,663000.0
Petrol,Hatchback,50000,delhi,Honda,Automatic,1,5,2014,2014,2014,390000.0
Diesel,SUV,97055,delhi,Nissan,Manual,1,5,2019,2019,2019,784000.0
Petrol,Sedan,114000,delhi,Toyota,Automatic,1,5,2017,2017,2017,2100000.0
Diesel,SUV,24000,delhi,Kia,Manual,1,5,2022,2022,2022,1350000.0
Diesel,Sedan,30000,delhi,BMW,Automatic,1,5,2016,2016,2016,2350000.0
Electric,Hatchback,6000,delhi,Mini,Automatic,1,4,2023,2023,2023,4600000.0
Petrol,MUV,7000,delhi,Toyota,Manual,1,7,2022,2023,2022,2250000.0
Diesel,SUV,34000,delhi,MG,Automatic,1,7,2021,2021,2021,3500000.0
Diesel,SUV,29000,delhi,BMW,Automatic,1,5,2013,2013,2013,900000.0
Petrol,SUV,38000,delhi,Mercedes-Benz,Automatic,1,5,2020,2020,2020,5245000.0
Diesel,SUV,150000,delhi,Tata,Manual,1,7,2013,2013,2013,350000.0
Diesel,SUV,83329,delhi,Hyundai,Manual,1,5,2019,2019,2019,839000.0
Petrol,Hatchback,43000,delhi,Maruti,Manual,1,5,2008,2008,2008,120000.0
Petrol,Hatchback,8000,delhi,Hyundai,Manual,1,5,2022,2022,2022,750000.0
Petrol,SUV,11404,delhi,Skoda,Automatic,1,5,2021,2022,2021,1284000.0
Petrol,SUV,70000,delhi,Hyundai,Manual,2,5,2019,2019,2019,850000.0
Diesel,Hatchback,23000,delhi,Tata,Manual,1,5,2023,2023,2023,869999.9999999999
Petrol,Hatchback,19044,delhi,Maruti,Manual,1,5,2022,2022,2022,634000.0
Petrol,Sedan,23500,delhi,BMW,Automatic,1,5,2017,2017,2017,7500000.0
Petrol,SUV,17367,delhi,Hyundai,Manual,1,5,2019,2019,2019,1250000.0
Diesel,SUV,3800,delhi,Kia,Manual,1,5,2020,2020,2020,1325000.0
Petrol,Sedan,45000,delhi,BMW,Automatic,1,5,2017,2017,2017,3215000.0
Petrol,Hatchback,43124,delhi,Hyundai,Automatic,2,5,2014,2014,2014,421000.0
Diesel,SUV,20000,delhi,Mahindra,Manual,1,7,2020,2020,2020,1300000.0
Diesel,SUV,60000,delhi,Hyundai,Automatic,1,5,2017,2017,2017,1000000.0
Petrol,Hatchback,36000,delhi,Maruti,Manual,1,5,2018,2018,2018,600000.0
Petrol,Hatchback,44559,delhi,Hyundai,Automatic,1,5,2015,2015,2015,495000.0
Petrol,SUV,10000,delhi,MG,Manual,1,6,2022,2022,2022,2050000.0
Petrol,Hatchback,37587,delhi,Tata,Manual,1,5,2021,2021,2021,627000.0
Petrol,Sedan,90000,delhi,Honda,Manual,1,5,2016,2016,2016,340000.0
Petrol,Hatchback,73786,delhi,Hyundai,Manual,1,5,2010,2010,2010,190000.0
Petrol,Sedan,50000,delhi,Toyota,Automatic,1,5,2009,2009,2009,300000.0
Petrol,Hatchback,22000,delhi,Maruti,Manual,1,5,2018,2018,2018,575000.0
Petrol,Hatchback,38103,delhi,Maruti,Automatic,1,5,2019,2019,2019,743000.0
Petrol,Hatchback,15000,delhi,Maruti,Manual,1,5,2022,2022,2022,645000.0
Diesel,MUV,69000,delhi,Toyota,Automatic,1,7,2018,2018,2018,1700000.0
Petrol,Hatchback,48327,delhi,Hyundai,Manual,2,5,2013,2013,2013,359000.0
Petrol,Hatchback,40000,delhi,Maruti,Manual,1,5,2008,2008,2008,120000.0
Petrol,SUV,38967,delhi,Kia,Manual,1,5,2020,2020,2020,1121000.0
Diesel,SUV,50000,delhi,Kia,Manual,1,5,2020,2020,2020,1375000.0
Petrol,Hatchback,33000,delhi,Maruti,Manual,1,5,2016,2016,2016,525000.0
Petrol,Sedan,70000,delhi,Toyota,Manual,1,5,2014,2014,2014,375000.0
Petrol,Hatchback,120000,delhi,Maruti,Manual,3,5,2006,2006,2006,90000.0
Diesel,SUV,72000,delhi,Isuzu,Automatic,1,7,2018,2018,2018,1698999.9999999998
Petrol,SUV,58511,delhi,Hyundai,Manual,1,5,2017,2017,2017,894999.9999999999
Diesel,Sedan,60000,delhi,Maruti,Manual,1,5,2014,2014,2014,409999.99999999994
Diesel,SUV,40000,delhi,Mahindra,Manual,3,7,2019,2019,2019,1250000.0
Petrol,Hatchback,43500,delhi,Maruti,Manual,1,5,2019,2019,2019,525000.0
Petrol,Sedan,68192,delhi,Maruti,Manual,1,5,2019,2019,2019,625000.0
Diesel,SUV,100000,delhi,Mahindra,Manual,3,7,2017,2017,2017,850000.0
Diesel,Hatchback,74872,delhi,Honda,Manual,1,5,2015,2016,2015,340000.0
Diesel,MUV,47000,delhi,Toyota,Manual,1,7,2019,2019,2019,1750000.0
Petrol,SUV,9000,delhi,Maruti,Manual,1,5,2022,2022,2022,1295000.0
Petrol,Hatchback,31000,delhi,Volkswagen,Manual,1,5,2019,2019,2019,699000.0
Petrol,Hatchback,33709,delhi,Tata,Manual,2,5,2018,2018,2018,399000.0
Petrol,Hatchback,123617,delhi,Maruti,Manual,1,5,2018,2018,2018,387000.0
Diesel,Sedan,31000,delhi,Audi,Automatic,1,5,2015,2015,2015,1475000.0
Cng,Hatchback,45000,delhi,Hyundai,Manual,1,5,2019,2019,2019,484999.99999999994
Cng,Hatchback,82000,delhi,Maruti,Manual,1,5,2014,2014,2014,295000.0
Petrol,Hatchback,36400,delhi,Maruti,Automatic,1,5,2015,2015,2015,425000.0
Diesel,Sedan,75000,delhi,Mercedes-Benz,Automatic,2,5,2017,2017,2017,7125000.0
Petrol,Hatchback,69000,delhi,Honda,Manual,1,5,2013,2013,2013,250000.0
Diesel,Sedan,110000,delhi,Fiat,Manual,1,5,2015,2015,2015,350000.0
Diesel,SUV,62500,delhi,Nissan,Automatic,1,5,2016,2016,2016,645000.0
Petrol,Hatchback,20000,delhi,Renault,Manual,1,5,2021,2021,2021,459999.99999999994
Petrol,Sedan,70307,delhi,Honda,Manual,2,5,2014,2014,2014,458000.0
Diesel,SUV,50000,delhi,Audi,Automatic,1,5,2015,2015,2015,1800000.0
Petrol,Hatchback,30000,delhi,Maruti,Manual,1,5,2020,2020,2020,580000.0
Diesel,SUV,65000,delhi,BMW,Automatic,1,5,2017,2017,2017,4200000.0
Petrol,Hatchback,4108,delhi,Maruti,Manual,2,5,2022,2022,2022,517000.0
Petrol,Hatchback,40000,delhi,Hyundai,Manual,1,5,2020,2020,2020,750000.0
Petrol,Hatchback,91926,delhi,Hyundai,Manual,1,5,2012,2012,2012,213000.0
Diesel,Sedan,40000,delhi,Mercedes-Benz,Automatic,1,5,2014,2014,2014,1450000.0
Petrol,Hatchback,60000,delhi,Maruti,Manual,1,5,2019,2019,2019,611000.0
Petrol,Hatchback,23200,delhi,Toyota,Manual,1,5,2021,2021,2021,745000.0
Diesel,SUV,36000,delhi,Kia,Automatic,1,5,2021,2021,2021,1851000.0000000002
Petrol,Hatchback,50000,delhi,Hyundai,Manual,1,5,2015,2015,2015,415000.00000000006
Diesel,SUV,39000,delhi,Jeep,Manual,1,5,2017,2017,2017,1075000.0
Petrol,Hatchback,55000,delhi,Maruti,Automatic,1,5,2016,2016,2016,550000.0
Petrol,Hatchback,55000,delhi,Tata,Manual,1,5,2020,2020,2020,540000.0
Petrol,MUV,24777,delhi,Renault,Manual,1,7,2019,2019,2019,540000.0
Diesel,SUV,50000,delhi,Maruti,Manual,1,5,2016,2016,2016,575000.0
Petrol,SUV,15000,delhi,Jeep,Automatic,1,5,2021,2021,2021,6200000.0
Petrol,Sedan,50854,delhi,Maruti,Manual,2,5,2012,2012,2012,286000.0
Diesel,Sedan,134000,delhi,Audi,Automatic,1,5,2014,2016,2014,890000.0
Diesel,SUV,33000,delhi,MG,Automatic,1,7,2021,2021,2021,3449000.0
Petrol,Sedan,34000,delhi,Hyundai,Automatic,1,5,2019,2019,2019,1280000.0
Petrol,Sedan,52515,delhi,Maruti,Manual,1,5,2014,2014,2014,356000.0
Petrol,MUV,45000,delhi,Toyota,Manual,1,7,2020,2020,2020,1950000.0
Diesel,Sedan,59000,delhi,Audi,Automatic,1,5,2015,2016,2015,2089999.9999999998
Petrol,Sedan,29582,delhi,Fiat,Manual,2,5,2009,2009,2009,114999.99999999999
Petrol,SUV,10000,delhi,Mahindra,Manual,1,7,2023,2023,2023,1500000.0
Petrol,Sedan,41000,delhi,Toyota,Automatic,1,5,2017,2017,2017,1190000.0
Petrol,Hatchback,57806,delhi,Renault,Manual,2,5,2017,2017,2017,295000.0
Petrol,Sedan,20000,delhi,Honda,Automatic,1,5,2019,2019,2019,1000000.0
Petrol,Hatchback,66227,delhi,Datsun,Manual,1,5,2018,2018,2018,213000.0
Petrol,Hatchback,100000,delhi,Hyundai,Manual,3,5,2010,2010,2010,135000.0
Petrol,Hatchback,43220,delhi,Tata,Automatic,2,5,2019,2020,2019,595000.0
Petrol,Sedan,100000,delhi,Hyundai,Manual,1,5,2015,2015,2015,300000.0
Petrol,Hatchback,13500,delhi,Renault,Manual,2,5,2018,2018,2018,425000.0
Petrol,Sedan,60000,delhi,Tata,Manual,2,5,2016,2016,2016,330000.0
Petrol,Hatchback,43929,delhi,Maruti,Manual,1,5,2016,2017,2016,478000.0
Petrol,Hatchback,70000,delhi,Maruti,Manual,1,5,2017,2017,2017,450000.0
Diesel,SUV,70000,delhi,Mahindra,Manual,2,7,2018,2018,2018,900000.0
Petrol,Hatchback,50000,delhi,Maruti,Manual,1,5,2020,2020,2020,680000.0
Petrol,Hatchback,100000,delhi,Hyundai,Manual,3,5,2010,2010,2010,135000.0
Petrol,Hatchback,34250,delhi,Renault,Manual,1,5,2018,2019,2018,385000.0
Petrol,Hatchback,90000,delhi,Honda,Manual,2,5,2012,2012,2012,240000.0
Cng,Hatchback,64847,delhi,Hyundai,Manual,1,5,2020,2020,2020,626000.0
Diesel,SUV,50000,delhi,Hyundai,Manual,1,5,2021,2021,2021,1350000.0
Petrol,Hatchback,90000,delhi,Honda,Manual,2,5,2012,2012,2012,240000.0
Petrol,Hatchback,62150,delhi,Hyundai,Manual,1,5,2015,2015,2015,345000.0
Petrol,Hatchback,41200,delhi,Maruti,Automatic,1,5,2018,2019,2018,505000.0
Petrol,SUV,67000,delhi,Ford,Automatic,1,5,2018,2018,2018,749000.0
Petrol,Hatchback,41705,delhi,Hyundai,Manual,2,5,2011,2011,2011,140000.0
Petrol,SUV,9000,delhi,Mahindra,Automatic,1,4,2021,2021,2021,1500000.0
Petrol,SUV,27120,delhi,Mercedes-Benz,Automatic,1,5,2019,2019,2019,2995000.0
Diesel,Hatchback,120000,delhi,Maruti,Manual,1,5,2014,2014,2014,325000.0
Petrol,Hatchback,55000,delhi,Maruti,Manual,1,5,2017,2017,2017,430999.99999999994
Petrol,SUV,69000,delhi,Hyundai,Manual,1,5,2017,2017,2017,780000.0
Petrol,Hatchback,90000,delhi,Hyundai,Manual,2,5,2009,2009,2009,170000.0
Petrol,Hatchback,40000,delhi,Toyota,Manual,1,5,2019,2019,2019,530000.0
Petrol,SUV,18432,delhi,Maruti,Automatic,1,5,2021,2021,2021,949000.0
Petrol,Sedan,43584,delhi,Honda,Manual,1,5,2016,2016,2016,479000.0
Petrol,Hatchback,17665,delhi,Maruti,Manual,1,5,2017,2017,2017,562000.0
Diesel,SUV,70000,delhi,Ford,Manual,2,5,2017,2017,2017,600000.0
Petrol,Sedan,10203,delhi,Tata,Manual,1,5,2022,2022,2022,735000.0
Petrol,Hatchback,70000,delhi,Hyundai,Manual,2,5,2015,2015,2015,420000.0
Petrol,Sedan,63000,delhi,Honda,Manual,1,5,2015,2015,2015,549000.0
Petrol,Hatchback,45244,delhi,Volkswagen,Manual,2,5,2013,2013,2013,322000.0
Petrol,Hatchback,80000,delhi,Hyundai,Manual,2,5,2009,2009,2009,180000.0
Petrol,Hatchback,77611,delhi,Maruti,Manual,2,5,2016,2016,2016,472000.0
Petrol,SUV,68000,delhi,Hyundai,Manual,1,5,2016,2016,2016,715000.0
Petrol,Hatchback,110000,delhi,Maruti,Manual,1,5,2012,2012,2012,220000.00000000003
Petrol,MUV,15000,delhi,Toyota,Automatic,1,7,2022,2022,2022,2550000.0
Petrol,Sedan,67000,delhi,Honda,Manual,1,5,2014,2014,2014,499000.0
Diesel,SUV,70000,delhi,Mitsubishi,Manual,1,7,2014,2014,2014,857000.0
Petrol,Hatchback,34568,delhi,Maruti,Manual,2,5,2017,2017,2017,445000.0
Petrol,SUV,10000,delhi,Mahindra,Automatic,1,7,2022,2022,2022,2350000.0
Petrol,Hatchback,54101,delhi,Volkswagen,Manual,1,5,2017,2017,2017,501000.0
Diesel,Hatchback,120000,delhi,Toyota,Manual,1,5,2015,2015,2015,400000.0
Petrol,Sedan,67000,delhi,Honda,Manual,1,5,2016,2016,2016,440000.00000000006
Petrol,Sedan,88952,delhi,Volkswagen,Automatic,2,5,2016,2016,2016,631000.0
Petrol,Hatchback,65000,delhi,Maruti,Manual,1,5,2019,2019,2019,545000.0
Petrol,Sedan,69000,delhi,Honda,Automatic,2,5,2015,2015,2015,549000.0
Petrol,Hatchback,50979,delhi,Maruti,Manual,1,5,2012,2012,2012,243000.00000000003
Diesel,Sedan,95000,delhi,Audi,Automatic,2,5,2014,2014,2014,890000.0
Petrol,Hatchback,58696,delhi,Hyundai,Manual,1,5,2016,2016,2016,546000.0
Petrol,SUV,8000,delhi,BMW,Automatic,1,5,2022,2022,2022,6475000.0
Diesel,SUV,45000,delhi,Mercedes-Benz,Automatic,1,5,2019,2019,2019,2800000.0
Petrol,SUV,30000,delhi,Hyundai,Automatic,1,5,2022,2022,2022,1090000.0
Petrol,Hatchback,44000,delhi,Maruti,Manual,1,5,2020,2020,2020,575000.0
Petrol,SUV,1600,delhi,Land Rover,Automatic,1,5,2023,2023,2023,13200000.0
Petrol,Sedan,30000,delhi,Maruti,Automatic,1,5,2022,2022,2022,800000.0
Diesel,SUV,35011,delhi,Mahindra,Automatic,2,4,2022,2022,2022,1651000.0000000002
Petrol,SUV,18110,delhi,Tata,Manual,1,5,2021,2021,2021,819999.9999999999
Diesel,SUV,90000,delhi,Mahindra,Manual,1,7,2014,2014,2014,545000.0
Petrol,SUV,24349,delhi,Honda,Manual,2,5,2017,2017,2017,625000.0
Diesel,SUV,60000,delhi,Hyundai,Manual,1,5,2019,2019,2019,800000.0
Petrol,Hatchback,81711,delhi,Hyundai,Manual,1,5,2017,2017,2017,599000.0
Petrol,SUV,101,delhi,Land Rover,Automatic,1,5,2023,2023,2023,13200000.0
Cng,Hatchback,30400,delhi,Tata,Manual,1,5,2022,2022,2022,725000.0
Petrol,Hatchback,23961,delhi,Hyundai,Manual,2,5,2013,2013,2013,216000.0
Petrol,Hatchback,66300,delhi,Toyota,Manual,1,5,2018,2018,2018,525000.0
Diesel,Coupe,38000,delhi,Mercedes-Benz,Automatic,1,5,2020,2020,2020,6950000.0
Petrol,Hatchback,20802,delhi,Maruti,Manual,1,5,2019,2019,2019,480000.0
Petrol,Hatchback,54420,delhi,Maruti,Manual,1,5,2013,2013,2013,276000.0
Diesel,Sedan,72000,delhi,Mercedes-Benz,Automatic,2,5,2014,2014,2014,3450000.0
Petrol,SUV,19000,delhi,Lexus,Automatic,1,5,2020,2020,2020,8800000.0
Petrol,Sedan,92000,delhi,Hyundai,Manual,1,5,2012,2012,2012,335000.0
Diesel,Sedan,24000,delhi,Audi,Automatic,1,5,2019,2020,2019,2290000.0
Petrol,SUV,59801,delhi,Hyundai,Automatic,1,5,2018,2018,2018,1150000.0
Petrol,SUV,32228,delhi,Maruti,Automatic,1,5,2020,2020,2020,985000.0
Petrol,SUV,102788,delhi,Mitsubishi,Manual,3,5,2012,2012,2012,1550000.0
Diesel,Sedan,88594,delhi,Honda,Manual,1,5,2018,2018,2018,567000.0
Petrol,Sedan,21000,delhi,Mercedes-Benz,Automatic,2,5,2018,2018,2018,2775000.0
Diesel,SUV,33756,delhi,Hyundai,Manual,2,5,2017,2018,2017,880000.0000000001
Petrol,SUV,38192,delhi,Honda,Manual,1,5,2017,2017,2017,738000.0
Diesel,MUV,50000,delhi,Kia,Automatic,1,7,2020,2020,2020,3050000.0
Petrol,Sedan,97411,delhi,Honda,Manual,1,5,2017,2017,2017,469000.00000000006
Petrol,Hatchback,11077,delhi,Honda,Automatic,1,5,2021,2021,2021,935000.0
Diesel,SUV,55000,delhi,Hyundai,Manual,2,5,2020,2020,2020,1290000.0
Petrol,Sedan,43100,delhi,Skoda,Automatic,1,5,2016,2017,2016,765000.0
Diesel,SUV,82501,delhi,Ford,Manual,1,5,2018,2018,2018,765000.0
Petrol,Hatchback,91881,delhi,Maruti,Manual,1,5,2016,2016,2016,524000.0
Petrol,Hatchback,36000,delhi,Maruti,Manual,2,5,2017,2017,2017,380000.0
Petrol,Hatchback,62479,delhi,Maruti,Automatic,2,5,2018,2018,2018,621000.0
Diesel,SUV,53000,delhi,Mahindra,Manual,2,7,2016,2016,2016,990000.0
Petrol,Hatchback,51000,delhi,Honda,Manual,2,5,2013,2013,2013,229999.99999999997
Petrol,Hatchback,63774,delhi,Hyundai,Manual,1,5,2015,2015,2015,549000.0
Petrol,Sedan,45000,delhi,Honda,Manual,1,5,2017,2017,2017,475000.0
Petrol,Sedan,21900,delhi,Hyundai,Manual,1,5,2021,2021,2021,775000.0
Petrol,Sedan,27381,delhi,Hyundai,Manual,1,5,2016,2016,2016,649000.0
Cng,Hatchback,54147,delhi,Maruti,Manual,2,5,2017,2017,2017,290000.0
Cng,Hatchback,56716,delhi,Maruti,Manual,1,5,2020,2020,2020,551000.0
Diesel,SUV,68000,delhi,Land Rover,Automatic,2,5,2017,2017,2017,7200000.0
Petrol,Hatchback,49000,delhi,Maruti,Manual,2,5,2015,2015,2015,295000.0
Petrol,Sedan,63000,delhi,Maruti,Manual,1,5,2016,2016,2016,484999.99999999994
Diesel,Hatchback,77000,delhi,Tata,Manual,1,5,2011,2011,2011,195000.0
Diesel,SUV,3000,delhi,BMW,Automatic,1,5,2023,2023,2023,5400000.0
Diesel,MUV,54000,delhi,Toyota,Automatic,1,7,2019,2019,2019,1775000.0
Petrol,Sedan,55000,delhi,Honda,Manual,1,5,2018,2018,2018,825000.0
Petrol,Sedan,50000,delhi,Skoda,Automatic,2,5,2018,2018,2018,1650000.0
Petrol,SUV,16000,delhi,Mercedes-Benz,Automatic,1,7,2022,2022,2022,13799999.999999998
Petrol,Sedan,14598,delhi,Hyundai,Manual,2,5,2019,2019,2019,1016000.0
Diesel,SUV,96000,delhi,Toyota,Automatic,2,7,2015,2015,2015,1195000.0
Diesel,SUV,40190,delhi,Maruti,Manual,2,5,2018,2018,2018,736000.0
Petrol,SUV,8000,delhi,Audi,Automatic,1,7,2022,2022,2022,9100000.0
Diesel,SUV,80000,delhi,Hyundai,Automatic,1,5,2016,2016,2016,766000.0
Petrol,SUV,46445,delhi,Hyundai,Manual,1,5,2016,2016,2016,859000.0
Petrol,MUV,6000,delhi,Toyota,Manual,1,7,2022,2022,2022,1910000.0000000002
Petrol,Sedan,26000,delhi,BMW,Automatic,1,4,2021,2021,2021,6900000.0
Petrol,Sedan,65083,delhi,Maruti,Manual,1,5,2017,2017,2017,704000.0
Diesel,SUV,150000,delhi,Mercedes-Benz,Automatic,2,5,2014,2014,2014,1751000.0000000002
Petrol,Sedan,5378,delhi,Honda,Automatic,1,5,2021,2021,2021,1443000.0
Petrol,Sedan,63001,delhi,Honda,Automatic,1,5,2016,2016,2016,765000.0
