,ft,bt,km,transmission,ownerNo,oem,model,modelYear,price,Registration Year,Insurance Validity,Fuel Type,Seats,Ownership,Transmission,Year of Manufacture,Mileage,Engine,Max Power,Torque,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Turbo Charger,Super Charger,Gear Box,Drive Type,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,City
4120,Petrol,Hatchback,53000,Manual,1,Tata,Tata Tiago,2019,440000.00000000006,2019,Comprehensive,Petrol,5,First Owner,Manual,2019,23.84,1199.0,212.55bhp@4000rpm,114.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4121,Petrol,Hatchback,71000,Automatic,1,Maruti,Maruti Celerio,2016,385000.0,2017,Third Party insurance,Petrol,5,First Owner,Automatic,2016,23.1,998.0,212.55bhp@4000rpm,90.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4122,Petrol,Sedan,48000,Automatic,1,Honda,Honda Amaze,2019,720000.0,2019,Comprehensive,Petrol,5,First Owner,Automatic,2019,18.1,1199.0,212.55bhp@4000rpm,110.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4123,Petrol,Hatchback,56000,Manual,1,Maruti,Maruti Baleno,2018,540000.0,2018,Comprehensive,Petrol,5,First Owner,Manual,2018,21.4,1197.0,212.55bhp@4000rpm,115.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4124,Diesel,SUV,60000,Manual,1,Maruti,Maruti Vitara Brezza,2018,825000.0,2018,Third Party insurance,Diesel,5,First Owner,Manual,2018,24.3,1248.0,212.55bhp@4000rpm,200.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4125,Petrol,Hatchback,50000,Manual,1,Tata,Tata Altroz,2021,720000.0,2021,Third Party insurance,Petrol,5,First Owner,Manual,2021,19.33,1199.0,212.55bhp@4000rpm,113.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4126,Cng,Hatchback,120000,Manual,1,Maruti,Maruti Wagon R,2016,229999.99999999997,2016,Third Party insurance,CNG,5,First Owner,Manual,2016,26.6,998.0,212.55bhp@4000rpm,77.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4127,Petrol,Hatchback,50000,Manual,2,Maruti,Maruti Ritz,2011,200000.0,2011,Third Party insurance,Petrol,5,Second Owner,Manual,2011,18.5,1197.0,212.55bhp@4000rpm,114.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4128,Cng,MUV,30000,Manual,1,Maruti,Maruti Ertiga,2022,1160000.0,2022,Third Party insurance,CNG,7,First Owner,Manual,2022,26.11,1462.0,212.55bhp@4000rpm,121.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4129,Petrol,Hatchback,3819,Manual,1,Maruti,Maruti Swift,2023,723000.0,2023,Third Party,Petrol,5,First Owner,Manual,2023,22.38,1197.0,212.55bhp@4000rpm,113.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4130,Petrol,Hatchback,7825,Automatic,1,Hyundai,Hyundai i20,2020,806000.0,2020,Zero Dep,Petrol,5,First Owner,Automatic,2020,19.65,1197.0,212.55bhp@4000rpm,114.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4131,Petrol,Sedan,70000,Manual,2,Honda,Honda City,2016,700000.0,2016,Third Party insurance,Petrol,5,Second Owner,Manual,2016,17.8,1497.0,212.55bhp@4000rpm,145.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4132,Petrol,Hatchback,27436,Automatic,1,Maruti,Maruti Celerio,2019,507000.0,2020,Zero Dep,Petrol,5,First Owner,Automatic,2019,23.1,998.0,212.55bhp@4000rpm,90.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4133,Petrol,MUV,40673,Manual,1,Maruti,Maruti Ertiga,2013,499000.0,2013,Comprehensive,Petrol,7,First Owner,Manual,2013,16.02,1373.0,212.55bhp@4000rpm,130.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4134,Diesel,Sedan,60000,Manual,1,Hyundai,Hyundai Verna,2022,1300000.0,2022,Third Party insurance,Diesel,5,First Owner,Manual,2022,25.0,1493.0,212.55bhp@4000rpm,250.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4135,Petrol,Hatchback,33100,Automatic,1,Maruti,Maruti Swift,2018,639000.0,2018,Third Party insurance,Petrol,5,First Owner,Automatic,2018,22.56,1197.0,212.55bhp@4000rpm,113.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4136,Petrol,Sedan,80000,Manual,2,Maruti,Maruti SX4,2009,130000.0,2009,Third Party insurance,Petrol,5,Second Owner,Manual,2009,15.0,1586.0,212.55bhp@4000rpm,145.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4137,Petrol,Hatchback,57929,Manual,1,Maruti,Maruti Alto K10,2019,331000.0,2019,Zero Dep,Petrol,5,First Owner,Manual,2019,24.39,998.0,212.55bhp@4000rpm,89.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4138,Petrol,Hatchback,8500,Manual,1,Hyundai,Hyundai i20,2022,790000.0,2022,Comprehensive,Petrol,5,First Owner,Manual,2022,21.0,1197.0,212.55bhp@4000rpm,114.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4139,Petrol,Sedan,60000,Manual,1,Honda,Honda City,2011,376000.0,2011,Third Party insurance,Petrol,5,First Owner,Manual,2011,17.0,1497.0,212.55bhp@4000rpm,146.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4141,Petrol,Hatchback,120000,Manual,2,Maruti,Maruti Swift,2013,310000.0,2013,Third Party insurance,Petrol,5,Second Owner,Manual,2013,18.6,1197.0,212.55bhp@4000rpm,114.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4142,Diesel,Sedan,40000,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,2650000.0,2018,Third Party insurance,Diesel,5,First Owner,Automatic,2018,17.9,2143.0,212.55bhp@4000rpm,300.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4143,Petrol,SUV,76000,Automatic,1,Mitsubishi,Mitsubishi Outlander,2011,570000.0,2011,Comprehensive,Petrol,5,First Owner,Automatic,2011,11.3,2360.0,212.55bhp@4000rpm,226.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4144,Cng,MUV,35000,Manual,1,Maruti,Maruti Ertiga,2021,1065000.0,2021,Comprehensive,CNG,7,First Owner,Manual,2021,26.08,1462.0,212.55bhp@4000rpm,122.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4145,Petrol,Sedan,19681,Manual,1,Honda,Honda City,2015,570000.0,2015,Third Party insurance,Petrol,5,First Owner,Manual,2015,17.4,1497.0,212.55bhp@4000rpm,145.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4146,Petrol,Sedan,68866,Manual,2,Ford,Ford Fiesta Classic,2012,150000.0,2012,Third Party insurance,Petrol,5,Second Owner,Manual,2012,14.09,1596.0,212.55bhp@4000rpm,146.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4147,Diesel,SUV,100000,Manual,2,Maruti,Maruti Vitara Brezza,2018,690000.0,2018,Third Party insurance,Diesel,5,Second Owner,Manual,2018,24.3,1248.0,212.55bhp@4000rpm,200.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4148,Petrol,Sedan,70000,Automatic,2,Maruti,Maruti Ciaz,2016,550000.0,2016,Third Party insurance,Petrol,5,Second Owner,Automatic,2016,19.12,1373.0,212.55bhp@4000rpm,130.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4149,Petrol,Hatchback,53338,Automatic,1,Maruti,Maruti Celerio,2016,419000.00000000006,2016,Comprehensive,Petrol,5,First Owner,Automatic,2016,26.0,998.0,212.55bhp@4000rpm,89.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4150,Petrol,Sedan,41558,Manual,1,Honda,Honda Amaze,2017,505999.99999999994,2017,Third Party,Petrol,5,First Owner,Manual,2017,17.8,1198.0,212.55bhp@4000rpm,109.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4151,Petrol,Hatchback,10000,Manual,2,Maruti,Maruti Alto,2011,130000.0,2011,Third Party insurance,Petrol,5,Second Owner,Manual,2011,19.7,796.0,212.55bhp@4000rpm,62.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4152,Petrol,Hatchback,25403,Manual,2,Maruti,Maruti Baleno,2017,528000.0,2017,Comprehensive,Petrol,5,Second Owner,Manual,2017,21.4,1197.0,212.55bhp@4000rpm,115.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4153,Petrol,Sedan,52800,Manual,1,Honda,Honda City,2014,608000.0,2014,Third Party,Petrol,5,First Owner,Manual,2014,17.4,1497.0,212.55bhp@4000rpm,145.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4154,Diesel,MUV,60000,Manual,1,Toyota,Toyota Innova Crysta,2019,1750000.0,2019,Third Party insurance,Diesel,7,First Owner,Manual,2019,13.68,2393.0,212.55bhp@4000rpm,343.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4155,Petrol,Hatchback,92543,Manual,1,Maruti,Maruti Swift,2012,300000.0,2012,Comprehensive,Petrol,5,First Owner,Manual,2012,22.0,1197.0,212.55bhp@4000rpm,113.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4156,Diesel,Sedan,28000,Automatic,1,Audi,Audi A6,2015,1500000.0,2015,Comprehensive,Diesel,5,First Owner,Automatic,2015,17.68,1968.0,212.55bhp@4000rpm,380.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4157,Petrol,Hatchback,95525,Manual,2,Hyundai,Hyundai i10,2011,178000.0,2011,Comprehensive,Petrol,5,Second Owner,Manual,2011,20.36,1197.0,212.55bhp@4000rpm,111.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4158,Diesel,SUV,3200,Manual,1,Kia,Kia Seltos,2020,1325000.0,2020,Comprehensive,Diesel,5,First Owner,Manual,2020,20.8,1493.0,212.55bhp@4000rpm,250.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4159,Petrol,MUV,9000,Automatic,1,Toyota,Toyota Innova Crysta,2022,2600000.0,2022,Comprehensive,Petrol,7,First Owner,Automatic,2022,8.0,2694.0,212.55bhp@4000rpm,245.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4160,Diesel,SUV,31000,Automatic,1,Jeep,Jeep Compass,2022,3100000.0,2022,Comprehensive,Diesel,5,First Owner,Automatic,2022,14.9,1956.0,212.55bhp@4000rpm,350.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4161,Petrol,SUV,23000,Manual,1,Maruti,Maruti Brezza,2022,944999.9999999999,2022,Comprehensive,Petrol,5,First Owner,Manual,2022,17.38,1462.0,212.55bhp@4000rpm,136.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4162,Petrol,Hatchback,2700,Manual,1,Maruti,Maruti Swift,2023,700000.0,2023,Comprehensive,Petrol,5,First Owner,Manual,2023,22.38,1197.0,212.55bhp@4000rpm,113.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4163,Petrol,Hatchback,30000,Manual,1,Hyundai,Hyundai Grand i10,2015,399000.0,2015,Comprehensive,Petrol,5,First Owner,Manual,2015,18.9,1197.0,212.55bhp@4000rpm,114.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4164,Petrol,SUV,130000,Automatic,2,Ford,Ford Ecosport,2017,556000.0,2017,Third Party insurance,Petrol,5,Second Owner,Automatic,2017,14.8,1497.0,212.55bhp@4000rpm,150.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4165,Diesel,SUV,60000,Manual,1,Mahindra,Mahindra XUV500,2016,894999.9999999999,2016,Third Party insurance,Diesel,7,First Owner,Manual,2016,16.0,1997.0,212.55bhp@4000rpm,320.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4166,Petrol,Hatchback,12400,Manual,2,Chevrolet,Chevrolet Spark,2009,89999.0,2009,Comprehensive,Petrol,5,Second Owner,Manual,2009,18.0,995.0,212.55bhp@4000rpm,90.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4167,Diesel,Hatchback,79000,Manual,2,Volkswagen,Volkswagen Polo,2014,333000.0,2014,Third Party,Diesel,5,Second Owner,Manual,2014,20.14,1498.0,212.55bhp@4000rpm,230.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4168,Petrol,Sedan,32000,Automatic,3,Honda,Honda Civic,2020,1400000.0,2020,Comprehensive,Petrol,5,Third Owner,Automatic,2020,16.5,1799.0,212.55bhp@4000rpm,174.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4169,Petrol,Hatchback,39368,Manual,1,Volkswagen,Volkswagen Polo,2011,324000.0,2011,Comprehensive,Petrol,5,First Owner,Manual,2011,16.47,1198.0,212.55bhp@4000rpm,110.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4170,Petrol,Hatchback,49597,Manual,1,Hyundai,Hyundai i20,2013,359000.0,2013,Comprehensive,Petrol,5,First Owner,Manual,2013,18.5,1197.0,212.55bhp@4000rpm,113.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4171,Petrol,Sedan,70000,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2011,950000.0,2011,Comprehensive,Petrol,5,Second Owner,Automatic,2011,12.3,1796.0,212.55bhp@4000rpm,285.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4172,Petrol,Hatchback,34174,Automatic,1,Maruti,Maruti Alto K10,2016,348000.0,2017,Comprehensive,Petrol,5,First Owner,Automatic,2016,23.95,998.0,212.55bhp@4000rpm,90.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4173,Petrol,Hatchback,11171,Manual,1,Maruti,Maruti Ignis,2021,532000.0,2021,Zero Dep,Petrol,5,First Owner,Manual,2021,20.89,1197.0,212.55bhp@4000rpm,113.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4174,Diesel,SUV,68000,Automatic,1,Audi,Audi Q7,2014,1925000.0,2014,Third Party insurance,Diesel,7,First Owner,Automatic,2014,12.07,2967.0,212.55bhp@4000rpm,550.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4175,Petrol,Sedan,62545,Manual,1,Honda,Honda City,2010,227999.99999999997,2010,Third Party,Petrol,5,First Owner,Manual,2010,17.0,1497.0,212.55bhp@4000rpm,146.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4176,Petrol,Hatchback,94480,Manual,1,Maruti,Maruti Wagon R,2016,295000.0,2016,Comprehensive,Petrol,5,First Owner,Manual,2016,21.79,998.0,212.55bhp@4000rpm,90.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4177,Petrol,Hatchback,19299,Manual,1,Maruti,Maruti Alto 800,2017,297000.0,2017,Comprehensive,Petrol,5,First Owner,Manual,2017,22.05,796.0,212.55bhp@4000rpm,69.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4178,Petrol,Sedan,60000,Manual,1,Honda,Honda City,2010,350000.0,2010,Third Party insurance,Petrol,5,First Owner,Manual,2010,17.0,1497.0,212.55bhp@4000rpm,146.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4179,Diesel,SUV,34000,Automatic,2,Hyundai,Hyundai Creta,2017,1000000.0,2017,Third Party insurance,Diesel,5,Second Owner,Automatic,2017,17.01,1582.0,212.55bhp@4000rpm,259.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4180,Petrol,Hatchback,30000,Manual,1,Tata,Tata Tiago,2020,360000.0,2020,Third Party insurance,Petrol,5,First Owner,Manual,2020,19.01,1199.0,212.55bhp@4000rpm,113.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4181,Diesel,SUV,55000,Automatic,1,Audi,Audi Q5,2017,1850000.0,2017,Third Party insurance,Diesel,5,First Owner,Automatic,2017,14.16,1968.0,212.55bhp@4000rpm,380.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4182,Petrol,Sedan,120000,Automatic,1,Maruti,Maruti Swift Dzire,2020,580000.0,2020,Third Party insurance,Petrol,5,First Owner,Automatic,2020,21.21,1197.0,212.55bhp@4000rpm,113.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4183,Petrol,SUV,70000,Manual,2,Ford,Ford Ecosport,2017,650000.0,2017,Third Party insurance,Petrol,5,Second Owner,Manual,2017,15.85,1499.0,212.55bhp@4000rpm,140.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4184,Petrol,SUV,40000,Automatic,2,MG,MG Hector,2019,1430000.0,2019,Third Party insurance,Petrol,5,Second Owner,Automatic,2019,13.96,1451.0,212.55bhp@4000rpm,250.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4185,Diesel,Sedan,120000,Automatic,2,Hyundai,Hyundai Verna,2014,415000.00000000006,2014,Third Party insurance,Diesel,5,Second Owner,Automatic,2014,19.08,1582.0,212.55bhp@4000rpm,259.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4186,Petrol,Hatchback,70000,Manual,2,Hyundai,Hyundai i10,2009,95000.0,2009,Third Party insurance,Petrol,5,Second Owner,Manual,2009,20.36,1197.0,212.55bhp@4000rpm,111.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4187,Petrol,SUV,1500,Automatic,1,Maruti,Maruti FRONX,2023,1250000.0,2023,Comprehensive,Petrol,5,First Owner,Automatic,2023,20.01,998.0,212.55bhp@4000rpm,147.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
4188,Petrol,SUV,30000,Automatic,1,MG,MG Hector,2020,1600000.0,2020,Third Party insurance,Petrol,5,First Owner,Automatic,2020,13.96,1451.0,212.55bhp@4000rpm,250.0,Grey,DIESEL 2.0L TWIN TURBO,1996,478.5Nm@1500-2400rpm,4,Twin,No,8 Speed,4x4,Electric,5.0,Disc,Disc,160.58,10.0,"Tubeless, Radial",5,delhi
